1	1738
401	1738
801	1752
1201	1677
1601	1631
2001	1672
2401	1987
2801	1955
3201	1906
3601	1775
4001	2086
4401	1699
4801	2136
5201	2351
5601	1933
6001	2279
6401	1942
6801	2118
7201	2478
7601	2456
8001	2116
8401	3232
8801	2921
9201	3266
9601	3337
10001	3403
10401	3487
10801	3497
11201	3494
11601	3750
12001	3544
12401	3875
12801	5411
13201	3915
13601	3981
14001	4118
14401	4140
14801	4052
15201	4254
15601	4421
16001	4289
16401	4554
16801	4516
17201	4379
17601	4583
18001	4679
18401	4793
18801	4835
19201	4895
19601	4958
