100000	5635
200000	10523
300000	15348
400000	17584
500000	23434
600000	24687
700000	31831
800000	34761
900000	42146
1000000	47118
1100000	47046
1200000	47415
1300000	52333
1400000	59518
1500000	61671
1600000	65841
1700000	70091
1800000	71873
1900000	78360
2000000	77750
2100000	80829
2200000	83324
2300000	89847
2400000	96988
2500000	100289
2600000	101631
2700000	101648
2800000	107283
2900000	109762
3000000	112244
3100000	109411
3200000	117046
3300000	121185
3400000	123773
3500000	124935
3600000	129428
3700000	132286
3800000	138007
3900000	137821
4000000	142450
4100000	146979
4200000	143863
4300000	145336
4400000	154884
4500000	153256
4600000	162724
4700000	167865
4800000	169792
4900000	171079
5000000	175542
5100000	179789
5200000	188144
5300000	190841
5400000	194521
5500000	194974
5600000	193483
5700000	200155
5800000	197263
5900000	199412
6000000	201526
6100000	211099
6200000	215496
6300000	213822
6400000	226190
6500000	234327
6600000	235813
6700000	236192
6800000	234268
6900000	256978
7000000	268552
7100000	264011
7200000	263179
7300000	262165
7400000	273929
7500000	277238
7600000	274021
7700000	261479
7800000	262068
7900000	263248
8000000	266843
8100000	278971
8200000	276819
8300000	284781
8400000	267913
8500000	277462
8600000	276529
8700000	286254
8800000	282143
8900000	284687
9000000	289731
9100000	287941
9200000	290170
9300000	300364
9400000	302707
9500000	308226
9600000	316238
9700000	322175
9800000	319883
9900000	315645
10000000	327459
