100000	1322
200000	1967
300000	3113
400000	4050
500000	5042
600000	6378
700000	7382
800000	8910
900000	10322
1000000	12181
1100000	11931
1200000	12557
1300000	13213
1400000	14241
1500000	16170
1600000	17768
1700000	17935
1800000	19633
1900000	20135
2000000	20835
2100000	22303
2200000	23348
2300000	24020
2400000	24925
2500000	25698
2600000	25541
2700000	26957
2800000	29115
2900000	30394
3000000	31404
3100000	34759
3200000	36988
3300000	37885
3400000	37032
3500000	37782
3600000	36228
3700000	38577
3800000	39214
3900000	39325
4000000	39901
4100000	42428
4200000	41383
4300000	40078
4400000	41234
4500000	42895
4600000	40793
4700000	44834
4800000	47593
4900000	49415
5000000	48320
5100000	50689
5200000	51268
5300000	52508
5400000	53383
5500000	54145
5600000	51510
5700000	56557
5800000	54145
5900000	55232
6000000	61281
6100000	58556
6200000	59260
6300000	58034
6400000	59844
6500000	62272
6600000	64095
6700000	63946
6800000	63757
6900000	71952
7000000	67704
7100000	68458
7200000	68346
7300000	68424
7400000	70457
7500000	71477
7600000	70897
7700000	73434
7800000	74294
7900000	70241
8000000	74672
8100000	76644
8200000	76522
8300000	78637
8400000	78157
8500000	82522
8600000	80000
8700000	78163
8800000	83067
8900000	83819
9000000	86754
9100000	86477
9200000	88847
9300000	89549
9400000	90532
9500000	90920
9600000	92849
9700000	93504
9800000	94172
9900000	94847
10000000	93525
