100000	10916
200000	15057
300000	21158
400000	24962
500000	31455
600000	32706
700000	41035
800000	48871
900000	54736
1000000	56708
1100000	65410
1200000	73192
1300000	73111
1400000	81318
1500000	93757
1600000	95589
1700000	98966
1800000	109745
1900000	110738
2000000	111882
2100000	116610
2200000	123131
2300000	135365
2400000	136902
2500000	137060
2600000	148348
2700000	146184
2800000	162993
2900000	154218
3000000	159830
3100000	161086
3200000	171317
3300000	173297
3400000	173586
3500000	177338
3600000	180013
3700000	189015
3800000	190575
3900000	199913
4000000	194266
4100000	208570
4200000	206808
4300000	215068
4400000	219257
4500000	226393
4600000	231768
4700000	233473
4800000	251763
4900000	252577
5000000	261815
5100000	260090
5200000	264881
5300000	275428
5400000	265954
5500000	278873
5600000	275501
5700000	276645
5800000	284460
5900000	286920
6000000	298528
6100000	296838
6200000	296274
6300000	313039
6400000	327487
6500000	328721
6600000	330741
6700000	335728
6800000	339407
6900000	347991
7000000	347374
7100000	348817
7200000	350336
7300000	354501
7400000	359315
7500000	367167
7600000	374497
7700000	382456
7800000	386085
7900000	378960
8000000	387204
8100000	385027
8200000	396690
8300000	408126
8400000	389189
8500000	403260
8600000	398533
8700000	398612
8800000	409237
8900000	426745
9000000	414932
9100000	417632
9200000	417610
9300000	421975
9400000	427342
9500000	435348
9600000	442762
9700000	448557
