100000	1580
200000	2706
300000	4505
400000	6169
500000	8264
600000	9615
700000	11659
800000	14216
900000	15403
1000000	18448
1100000	18903
1200000	21204
1300000	23199
1400000	24696
1500000	26123
1600000	27956
1700000	29675
1800000	31578
1900000	33865
2000000	34131
2100000	34760
2200000	37893
2300000	39824
2400000	41050
2500000	41200
2600000	42860
2700000	44424
2800000	45539
2900000	47386
3000000	48306
3100000	50472
3200000	52161
3300000	53937
3400000	56481
3500000	56959
3600000	59137
3700000	60224
3800000	62468
3900000	63082
4000000	65368
4100000	66727
4200000	66069
4300000	69613
4400000	70114
4500000	68674
4600000	70408
4700000	73956
4800000	75062
4900000	80201
5000000	78299
5100000	80118
5200000	81802
5300000	83451
5400000	84698
5500000	87614
5600000	85245
5700000	86590
5800000	91149
5900000	89542
6000000	91831
6100000	93353
6200000	93895
6300000	96318
6400000	97093
6500000	99409
6600000	98788
6700000	101091
6800000	103989
6900000	105766
7000000	105911
7100000	107266
7200000	110007
7300000	111072
7400000	112037
7500000	115354
7600000	115183
7700000	116076
7800000	117246
7900000	120269
8000000	120256
8100000	124069
8200000	123921
8300000	129033
8400000	131157
8500000	134425
8600000	137044
8700000	135649
8800000	137942
8900000	144489
9000000	140567
9100000	142680
9200000	148005
9300000	141515
9400000	144864
9500000	142960
9600000	146024
9700000	146789
9800000	150713
9900000	149855
10000000	152649
